,logFC,logCPM,LR,PValue,padjFilter,FDR
MTCH1,0.272361606146039,11.2319665807215,5.42677956138834,0.0199229570484236,0.0455622055706565,0.0455622055706565
PTGES3,0.245688981016347,11.3252377742006,5.40695345503582,0.0201465579440347,0.0458799764943983,0.0458799764943983
MRPL33,0.25609709007181,11.2870654508216,5.39470822817111,0.0202896997472931,0.0460126245315183,0.0460126245315183
CAV1,0.263974864464864,11.368996867096,5.3498512566099,0.0208199093124324,0.0470182951972431,0.0470182951972431
DYNLRB1,0.268965542268856,11.2986003219177,5.20010155672765,0.022682252372083,0.0510115385297467,0.0510115385297467
RPS7,0.138446428183385,12.2436474140916,5.15395014874571,0.0232884043972247,0.0521583272037017,0.0521583272037017
S100A10,-0.275254335682322,11.8416712938359,5.14251568793168,0.0234648731603387,0.0523372891065991,0.0523372891065991
SNX3,0.247719583970012,11.2815353655209,5.11804482442381,0.02377260594007,0.0528063623750734,0.0528063623750734
CLTA,0.26043668712323,11.2377160866236,5.05926266129245,0.0245944219536498,0.0544088844852171,0.0544088844852171
YBX3,0.231435793895347,11.3921063643807,4.94973172059099,0.0261958659548604,0.0577160949086763,0.0577160949086763
JUND,0.269041720583763,11.5084912129405,4.90031887567704,0.0269781356613318,0.0591989859451086,0.0591989859451086
RPL35,-0.133072825298026,12.380565958631,4.85292300386755,0.0276999548231275,0.0605378044924802,0.0605378044924802
ARL6IP5,0.254616368687223,11.3678558701681,4.82667976973687,0.0281349095441509,0.061241449690481,0.061241449690481
OGN,0.252531766793572,11.8942816601666,4.80663422816394,0.028473376668382,0.0617302806170523,0.0617302806170523
PPP1CB,-0.183358055459642,11.8551784293775,4.78019737035629,0.0288976724186692,0.0624005515972857,0.0624005515972857
RACK1,-0.150758205102601,11.9714274133691,4.56738010544836,0.0326944279268599,0.0703189680014209,0.0703189680014209
S100A13,0.24568517600288,11.4146040690076,4.44653282468357,0.0350934371842088,0.0751804069321786,0.0751804069321786
LTBP1,0.2839917007893,11.5051198531142,4.17890281793632,0.0410852120716385,0.087670019459953,0.087670019459953
COX4I1,0.170230537607206,11.5469967503755,4.16710604659124,0.0413336940012694,0.087854361367404,0.087854361367404
ATP5IF1,0.23087248939734,11.2917964450253,4.15358252395822,0.0416679389543157,0.0882188395048403,0.0882188395048403
CALU,-0.247302264806131,11.4080877923093,4.12601221723833,0.0423687041375549,0.0893534538620808,0.0893534538620808
ST13,-0.208812224677637,11.5200380261788,4.08871604226965,0.0433131876555226,0.0909912701910591,0.0909912701910591
SLC25A3,-0.173145463543183,11.5665054748382,4.03517062128753,0.0446843017566671,0.0935092337919443,0.0935092337919443
NDUFB8,0.216962154522268,11.2975094334387,4.01227761634868,0.0452909220195472,0.0944141528253639,0.0944141528253639
FKBP1A,0.247494759583231,11.2417473261093,3.98174287510392,0.0461195806814055,0.0957732288479762,0.0957732288479762
IDS,0.227771927131031,11.2594774131016,3.96616754895649,0.0465512026540008,0.096300579536139,0.096300579536139
PABPC1,-0.227039505643869,11.3754501221354,3.92139060831755,0.0478064267968199,0.0985212293683513,0.0985212293683513
PPIA,0.172440702333024,11.6067248410735,3.91480277149458,0.0479907091783065,0.0985263802069777,0.0985263802069777
KTN1,0.22480588267898,11.5784191763647,3.89022137848474,0.0487185830308062,0.0996432905762148,0.0996432905762148
CRTAP,0.213764509601909,11.3735829118487,3.87304687790925,0.049209588952574,0.100269162452237,0.100269162452237
EIF3H,0.192673047561397,11.3858377708057,3.83708647424646,0.0502570911976911,0.102020012843253,0.102020012843253
PPP1R14A,0.163977552368336,12.6221376951727,3.80636896816065,0.0512019085626738,0.103207587677447,0.103207587677447
KIF5B,-0.21179363821262,11.50206805718,3.80562025158031,0.0512229540317956,0.103207587677447,0.103207587677447
TCEAL2,0.245072633513347,11.2905361724613,3.73081128075864,0.0535598602178136,0.106894099710484,0.106894099710484
EEF2,-0.159225410018176,11.7015741360675,3.73028132710624,0.0535761751542055,0.106894099710484,0.106894099710484
RPS21,-0.128823471920832,12.2553426016844,3.72586128544901,0.0537157092626182,0.106894099710484,0.106894099710484
ANAPC11,0.2216850351391,11.1905641264194,3.71783213674939,0.0539588916311904,0.106894099710484,0.106894099710484
CAMTA1,0.221604470512406,11.2490260086697,3.71549417530662,0.0540387146137873,0.106894099710484,0.106894099710484
YWHAQ,0.225376077349824,11.2572819549658,3.61794898371113,0.0572927134728211,0.112918729826433,0.112918729826433
PFDN5,-0.127427347313223,12.1281962654635,3.6065767006005,0.0576794074950129,0.113268981385134,0.113268981385134
SUB1,0.200486756041093,11.3434916853089,3.53936720204479,0.0600579552255447,0.117514121777059,0.117514121777059
SEM1,0.204860906329604,11.2536321067605,3.52561519991059,0.0605623823127664,0.118074860480286,0.118074860480286
EFEMP1,0.244572450521905,11.5613174821019,3.50868753048587,0.0612130020362706,0.118915581016698,0.118915581016698
CLIC1,0.185358398635223,11.3559317677677,3.49232981763498,0.0617879942701926,0.119603903194444,0.119603903194444
PCNP,-0.206667780698306,11.2525921456839,3.40475256931154,0.0651428747076561,0.125649245877401,0.125649245877401
CIRBP,0.172429992797894,11.5338131921921,3.34927592641725,0.0673863494499771,0.129515607808112,0.129515607808112
PNRC1,0.197353297666732,11.3772402177494,3.31258595443808,0.0688967304118329,0.131950628562592,0.131950628562592
SEPT2,-0.230945040337819,11.2522984098208,3.2738252712619,0.0705316128323768,0.134606106180099,0.134606106180099
EIF5B,-0.237846690870188,11.4509771307221,3.2421431094175,0.0719359809586434,0.136804567296789,0.136804567296789
EIF3K,0.184272948962585,11.3689650750343,3.19793463825192,0.0738869994799304,0.140023614399029,0.140023614399029
ARF1,0.21631302300757,11.2740210978076,3.16967479328616,0.0751597180398676,0.141939258458565,0.141939258458565
HINT1,0.16134027142744,11.5527088117401,3.09968233744667,0.0784465210927867,0.147631994556564,0.147631994556564
RPL13A,-0.0980355947858596,12.6980192374331,3.07490270215703,0.0796570972079108,0.149310426018367,0.149310426018367
MYO1D,-0.220715592187295,11.3608878532494,3.07036761997574,0.0798893423345506,0.149310426018367,0.149310426018367
BANF1,0.207160784693738,11.2437697510117,3.04563434979627,0.0810976261125309,0.151047812209594,0.151047812209594
IGFBP6,-0.230910113912501,11.8042039759948,3.01906997831895,0.082452983750259,0.153046291755618,0.153046291755618
RPL23A,-0.0898644792420762,12.8487594792747,2.95830744763066,0.0855738224814045,0.158296968549219,0.158296968549219
ANXA5,-0.180851825999886,11.5396280098535,2.94924890975858,0.0860653534100941,0.158664699143779,0.158664699143779
EIF3F,0.176785891671311,11.3235381427616,2.91642745569402,0.0878244192354581,0.161358763476672,0.161358763476672
LDHA,-0.162918893103584,11.7130022520977,2.86338308648669,0.0907650174174292,0.166198106217049,0.166198106217049
NDUFB1,-0.206111417016398,11.2514341634138,2.84521953486797,0.0917864549988472,0.16750255424032,0.16750255424032
VIM,0.0920590569757186,14.2465373313901,2.8363226903075,0.0922928629682795,0.167861515868481,0.167861515868481
MORF4L2,0.206551321705085,11.2264062641459,2.76840507634608,0.0962848833317667,0.174536477477651,0.174536477477651
ITGB5,0.191339875472164,11.3801858914366,2.62830935700481,0.10513543669822,0.189931287193561,0.189931287193561
RPS2,-0.110083397251463,12.3418660636618,2.62279728246085,0.105478445470963,0.189931287193561,0.189931287193561
CD81,0.175349944836252,11.7453939283338,2.57041033129792,0.109044091470326,0.195701647605684,0.195701647605684
SLC25A6,-0.161899579638457,11.3669387840952,2.53070256313549,0.111795146525102,0.199974402792604,0.199974402792604
EIF4A2,0.137454599496117,11.5934735988912,2.52551230325275,0.112162764665962,0.199974402792604,0.199974402792604
RPL10A,-0.0912630773533853,12.3528791799354,2.48999762586709,0.114711966743716,0.203811877774714,0.203811877774714
SARAF,0.170699122871147,11.363705151507,2.48531966936662,0.115067222507495,0.203811877774714,0.203811877774714
GADD45A,0.17832662514236,11.4651842087146,2.45694901173522,0.117166289504871,0.206853840103062,0.206853840103062
CANX,0.199144327865775,11.3464410906199,2.44045572089703,0.118411450426752,0.208373396530194,0.208373396530194
GABARAPL2,0.159782743406276,11.4685397772067,2.41781248147299,0.120110035682056,0.210678444464966,0.210678444464966
MBNL1,-0.19250061041938,11.4025527028282,2.4055450465288,0.121074963090661,0.211685903210124,0.211685903210124
GYPC,0.179948868318084,11.2572958078043,2.39037946338203,0.122228659033148,0.212437642679195,0.212437642679195
SYF2,0.177009920239543,11.3620930171613,2.38980391716177,0.122288827520127,0.212437642679195,0.212437642679195
NUCKS1,-0.151943802621813,11.5987128765448,2.36335909874401,0.124374928395339,0.215371281758064,0.215371281758064
COPZ2,-0.181842332578807,11.2940624312165,2.34095505678488,0.126163693523329,0.217772999648549,0.217772999648549
RPL29,0.0933707719112176,12.3278743950717,2.3132602286264,0.128416087441438,0.219933432807498,0.219933432807498
RPS5,0.103530174373148,12.0783146971521,2.31285573318894,0.128465611659997,0.219933432807498,0.219933432807498
HSP90B1,0.158755693247295,11.6821696868778,2.31097329231989,0.128632653505492,0.219933432807498,0.219933432807498
PRDX6,0.17698548278431,11.2673765851764,2.29962513151099,0.129551585242114,0.220808047802597,0.220808047802597
LDHB,-0.165026461343836,11.304128348725,2.29049538218658,0.13031436025048,0.221411859735926,0.221411859735926
BCAP29,-0.174127662229787,11.4630012393936,2.22435751262788,0.136023394094747,0.230389623747978,0.230389623747978
SUGCT,-0.192406338455072,11.3470702064408,2.20130252949036,0.138055641111966,0.233103294338585,0.233103294338585
PDIA3,0.186604379607209,11.2508233314788,2.19329957905586,0.138765457619274,0.233574155371574,0.233574155371574
ATP5MG,-0.135471347929858,11.5076009682227,2.18721787616573,0.139301410185766,0.23375035393401,0.23375035393401
MT-ND4L,0.176743775856365,11.4778929354759,2.16009364931608,0.141820088326323,0.237242246521195,0.237242246521195
CMPK1,-0.140520240775755,11.4891782716337,2.11154677558102,0.146336379652784,0.24404405468249,0.24404405468249
RPS18,-0.0757663930077599,13.0996333494094,2.10166493082852,0.147277022991458,0.244859344973529,0.244859344973529
PCBP2,0.157630696664442,11.2792278973341,2.07065845256182,0.150303920634795,0.249021362851185,0.249021362851185
TNS1,0.156695825914324,11.6128384931738,2.06681692984591,0.150699274935772,0.249021362851185,0.249021362851185
MYH9,0.13661260873244,11.8627018198037,2.04763217289076,0.152611858553576,0.25068058254678,0.25068058254678
CLTB,0.162520238745132,11.2461440271332,2.04725648334465,0.152628398967597,0.25068058254678,0.25068058254678
NDUFB10,0.162165899545974,11.2249988670546,1.95519402140542,0.162173706404279,0.265553319852324,0.265553319852324
RPLP0,0.120524048363722,11.7247103532944,1.94656820136856,0.163100698176205,0.266266802444286,0.266266802444286
COPS9,0.14681438202877,11.331173117041,1.93652650839704,0.164189095069812,0.267238707290805,0.267238707290805
COX5B,0.144495206604719,11.3629643809984,1.91678754391944,0.166356436831145,0.269955654977486,0.269955654977486
RPS13,-0.0797402812576241,12.5603895708779,1.91023455294953,0.167073903148751,0.270310613452607,0.270310613452607
MYL6,-0.094252389811737,12.6975063195902,1.87321731426596,0.171244621895268,0.275431611927268,0.275431611927268
PPP1R12B,-0.174391781908488,11.4631319718926,1.87340620753196,0.171255448744445,0.275431611927268,0.275431611927268
SRSF9,0.162895847071258,11.2061393265898,1.8682275052596,0.171816738461202,0.275516781792814,0.275516781792814
GNAI2,0.155296152690356,11.3366860628908,1.86043634348789,0.172720431157774,0.275713872406302,0.275713872406302
RPS14,-0.0680183996592024,12.8781126150333,1.85829574994023,0.172957041730891,0.275713872406302,0.275713872406302
HSP90AA1,-0.128806769458389,11.7342563373265,1.85154269304553,0.173747990853013,0.276162495725317,0.276162495725317
RPL13,-0.0647171196747328,13.3364327354875,1.78202217133594,0.182035128362733,0.288488419802927,0.288488419802927
CCDC85B,0.145572913689225,11.3588938460271,1.74866053444521,0.186189813707236,0.294212475304146,0.294212475304146
CYB5R3,0.143291340985076,11.5758712926591,1.71963549458178,0.189898778700922,0.299200982720639,0.299200982720639
ADIRF,-0.096786952201848,12.8129123510261,1.70979510088273,0.191147879635671,0.300296089166765,0.300296089166765
NORAD,-0.135140927660479,11.5877472181486,1.66505831897427,0.197077642070714,0.30823591752518,0.30823591752518
RPL36,-0.0786818813475856,12.489414601644,1.66303680943338,0.197339231330696,0.30823591752518,0.30823591752518
ANXA2,0.140309013751422,11.5239801262017,1.64225363264256,0.200163322222152,0.311748622541397,0.311748622541397
NCL,-0.142155834522514,11.3955737959021,1.62793836393303,0.202138997843696,0.313460046871732,0.313460046871732
RPL22,-0.0732855092223384,12.4760506169745,1.62578000331928,0.202418849455915,0.313460046871732,0.313460046871732
HSPA1A,0.230475897935915,11.4043993800172,1.62010599707571,0.203230872826266,0.313820891942553,0.313820891942553
SELENOK,0.152479951966078,11.2406975868896,1.58704424055054,0.207883033383207,0.320092625266189,0.320092625266189
ITM2B,0.137865539942181,11.8486283038383,1.58286879010041,0.208496541604387,0.320127834418067,0.320127834418067
EIF4B,-0.13483135750259,11.4140719685738,1.57795650321748,0.209198640783356,0.320298483911239,0.320298483911239
RPL19,-0.0605300752730394,12.8866807334497,1.55304631707554,0.212814846516406,0.324917314963077,0.324917314963077
MINOS1,0.134666455985716,11.3302112478014,1.54870619448297,0.213460088047657,0.324986987982668,0.324986987982668
CALM2,0.102571021337646,11.9185994714,1.53978610892068,0.214781197600469,0.326082378429844,0.326082378429844
UBL5,-0.124393659388415,11.5603575174475,1.527388335502,0.216653601941499,0.328006291207521,0.328006291207521
RPL18A,0.0694572798178871,12.6894475421297,1.5083383337153,0.219532653412653,0.33143927061186,0.33143927061186
CCNI,0.0855303467315734,12.1724148318026,1.49846067165822,0.221039231854746,0.332786843514646,0.332786843514646
PMEPA1,0.145399990058524,11.5316620702286,1.49428647989509,0.221722587456598,0.332890976181375,0.332890976181375
COX7C,-0.0894818438999319,11.8533209419517,1.48063064465782,0.223805367588364,0.335089804510756,0.335089804510756
RPS25,0.0632428531336683,12.5857778495528,1.45293610242993,0.228183677686263,0.340704003597671,0.340704003597671
SET,-0.132244846015263,11.4202794617407,1.44273803502131,0.229836800308657,0.342229521338715,0.342229521338715
MYL12B,0.114237530926237,11.7300891552061,1.43081317349356,0.231762334324734,0.344151192339743,0.344151192339743
GSN,-0.16443359567977,11.9640570940367,1.39874127748794,0.237078514586904,0.350391965027029,0.350391965027029
CPE,0.16568910737208,11.6152156198857,1.39780956599179,0.237258027979556,0.350391965027029,0.350391965027029
SBDS,0.132844237520064,11.376671634643,1.36905335043366,0.242108825712419,0.35658419439166,0.35658419439166
MRFAP1,0.111256337140042,11.4296594829126,1.35407984045196,0.244694453736399,0.359415701694115,0.359415701694115
CCND2,-0.151366613344726,11.3280994906569,1.34403449830882,0.246472550274427,0.361048979050647,0.361048979050647
C2orf40,0.140859732448231,11.7698881459834,1.33528946802494,0.248014093735652,0.362327867398176,0.362327867398176
SEC61B,0.12775446110024,11.3335493939566,1.32942154243062,0.249036934026547,0.362844135060185,0.362844135060185
CLIC4,-0.132249583003736,11.4858096175388,1.32105162088953,0.250544526056991,0.363991936215331,0.363991936215331
CRIP2,0.117577466103188,11.5893820815491,1.31752688542133,0.251167867425339,0.363991936215331,0.363991936215331
HTRA1,0.148837378589984,11.5031964808751,1.29689145903069,0.254932488974034,0.368462424063805,0.368462424063805
TPM2,-0.0907645978249507,13.6827576205875,1.2795375095011,0.258107294165057,0.372058918716651,0.372058918716651
SERINC1,0.125939394410325,11.4690030675474,1.27210221289147,0.259514326890386,0.373094867837106,0.373094867837106
CAVIN3,-0.134378982239558,11.4119733105561,1.26407240702429,0.261013807827493,0.37425789376323,0.37425789376323
C6orf48,-0.141546666736517,11.2385204717439,1.23760437472902,0.266056249856008,0.379632665259906,0.379632665259906
RPS10,0.0722386726963779,12.1602733970241,1.23703232210505,0.266163123244952,0.379632665259906,0.379632665259906
POMP,0.128090463654691,11.2212871327177,1.20747921881264,0.271950117751788,0.386868671447426,0.386868671447426
TMEM258,0.129447836903277,11.2757256714266,1.20022397728985,0.273399505459048,0.387912387326712,0.387912387326712
DSTN,-0.0751921073165059,13.6690240446614,1.19534281519873,0.274371767609909,0.388054800027384,0.388054800027384
SH3BGRL3,0.115278972771876,11.5231922279686,1.19259871823317,0.274931814041541,0.388054800027384,0.388054800027384
SERP1,0.126463562489092,11.2289571720272,1.17537332056213,0.278423559034714,0.391962516874844,0.391962516874844
COX6C,0.0970099249065391,11.5778259394929,1.17007813721875,0.279503549130454,0.392463532716856,0.392463532716856
NDUFA1,0.110593716233653,11.3032104555199,1.10838386438672,0.292548153154304,0.409718602092075,0.409718602092075
SYNPO,-0.113404506398666,11.6507296862496,1.10042981149036,0.294303768917013,0.411115058641807,0.411115058641807
PDLIM3,-0.127668961842483,11.3408636187003,1.09438084293572,0.295620780709326,0.41189322145104,0.41189322145104
HLA-A,-0.136893823642987,11.4701582013931,1.0671517387957,0.301722776962691,0.41910002578292,0.41910002578292
NOP53,0.0958977975216242,11.4892193822562,1.06441341490984,0.302339686496534,0.41910002578292,0.41910002578292
COL1A2,-0.160790796996841,11.6133114015087,1.06082108549742,0.303180410714817,0.41919332297814,0.41919332297814
AES,0.116302171451432,11.3563673366783,1.03661499401096,0.308744081922487,0.425735283234299,0.425735283234299
CALM3,0.116211373171028,11.394742776871,1.03253497160233,0.309699123208235,0.425735283234299,0.425735283234299
TOMM20,-0.103773578129663,11.4122215844461,1.03003554305201,0.310268333722413,0.425735283234299,0.425735283234299
RPL32,-0.050441279976704,13.0551764515808,1.00496108329367,0.316220106802424,0.432806307795236,0.432806307795236
TBCA,-0.117464817681071,11.3364800264575,0.997386559084134,0.318064502181776,0.43423415663104,0.43423415663104
ITGB1,-0.088018666241135,12.1177745570442,0.970983107976394,0.324555551601136,0.441982685848783,0.441982685848783
SRSF3,0.113049244322717,11.227295085956,0.96113734449591,0.327004949497325,0.444202212099123,0.444202212099123
AHNAK,0.0894556086534818,11.8467275546146,0.946608567950989,0.330700091240024,0.447220307475875,0.447220307475875
UQCR11,0.0968363350314634,11.4723257033386,0.945928504521248,0.33087701715466,0.447220307475875,0.447220307475875
RAC1,0.0908315433244656,11.5994824509145,0.941815193340744,0.331925327530357,0.447521212739933,0.447521212739933
RAMP1,0.104329712437714,11.5945790686305,0.931642246481715,0.334552042417263,0.449507461573584,0.449507461573584
MT-ND5,0.0807681224545423,12.1397173579539,0.929739803582379,0.335057222279941,0.449507461573584,0.449507461573584
ATP5MD,0.0924621511270755,11.5264357195449,0.903867503594256,0.341853294541331,0.457492557139262,0.457492557139262
DYNLL1,0.0927854501370457,11.6966162972706,0.899702134208837,0.342967560404725,0.457675639717028,0.457675639717028
TXN,0.0978688719755942,11.4022058958244,0.897049918220773,0.34367893978751,0.457675639717028,0.457675639717028
SFRP1,0.136401458581389,11.8218673841447,0.87665381176987,0.349262565185085,0.463971348848814,0.463971348848814
APLP2,0.116959644089479,11.4325587428129,0.852969513353173,0.355839761305619,0.471552935519916,0.471552935519916
COX8A,0.100030798511599,11.3369139955876,0.811520293375679,0.367771286141309,0.486175700216073,0.486175700216073
HSPA8,0.102258960169724,11.2999969501654,0.806059377283873,0.369389571236922,0.486562848393688,0.486562848393688
LAPTM4A,-0.114312463100065,11.3973355890066,0.804526363127593,0.3698595821738,0.486562848393688,0.486562848393688
PDLIM1,0.110574284683599,11.2333262099561,0.799915483068276,0.371218162646731,0.486992942105547,0.486992942105547
PDAP1,0.10454513676357,11.2361085998661,0.79735846850258,0.371983538803868,0.486992942105547,0.486992942105547
WWTR1,-0.116337084532416,11.3939846411029,0.789641085839207,0.374326814957707,0.488879840258017,0.488879840258017
C12orf57,0.0761755588791578,11.5424198032434,0.774122064623498,0.379040284433126,0.493845755198929,0.493845755198929
NFIA,0.101025743998194,11.4821477140433,0.7631470200796,0.382456938838277,0.497102304197473,0.497102304197473
NEXN,-0.0997812062827194,11.6035679312133,0.759507736956721,0.383594005548952,0.49738744260175,0.49738744260175
TIMP2,0.0805496515858616,11.8129318824676,0.743499665284503,0.388647474277866,0.502737305629125,0.502737305629125
TCEAL4,0.0852517086194195,11.6941468393004,0.736856463608774,0.390770280557887,0.504279743005655,0.504279743005655
CRIM1,0.116537972931718,11.3414766848822,0.725704597633126,0.39439020788194,0.507742262878887,0.507742262878887
COMMD6,-0.0706271281148337,11.6184977707905,0.707825984203737,0.400259356815256,0.514077183397793,0.514077183397793
TSPO,0.0897581497562715,11.565445109663,0.691416898893294,0.405787162778178,0.519636536463197,0.519636536463197
IGFBP5,-0.120270004958638,12.2473435517595,0.686615412954211,0.407442233978705,0.519636536463197,0.519636536463197
SOD3,0.111594016506788,11.5448163367058,0.686515154032463,0.407464073794942,0.519636536463197,0.519636536463197
ARPC3,0.0934176997518534,11.3124715826782,0.67818638652318,0.410302464263639,0.522028017912892,0.522028017912892
HNRNPA2B1,-0.0851213338117346,11.4081342749429,0.672016061902696,0.412441962661611,0.523521179771881,0.523521179771881
YBX1,0.0587386846142086,12.0333768041342,0.662178352059755,0.415879380407246,0.526650991076466,0.526650991076466
GNG5,0.0910862831424619,11.2191434296476,0.652957697439092,0.419142297559327,0.529545746566795,0.529545746566795
DRAP1,-0.0922563277673346,11.2319318600736,0.63470343139204,0.425724805010836,0.536301545883087,0.536301545883087
PKM,0.100277292501448,11.3142773358876,0.632670972717733,0.426468572464226,0.536301545883087,0.536301545883087
COX7B,0.0942970297119114,11.2502623610512,0.624382354536579,0.429510229038432,0.537970320280096,0.537970320280096
RCN2,0.0931750504705088,11.2463054694992,0.623656023133321,0.429780717124136,0.537970320280096,0.537970320280096
ENO1,0.100448235489998,11.3767776003652,0.613565692709585,0.433538335891404,0.541423451735348,0.541423451735348
RPL30,-0.0385003371528068,13.0640580126882,0.601719905697109,0.438003788553509,0.544786750443207,0.544786750443207
PRDX5,0.0884756930229819,11.2450331964243,0.60094327175625,0.438303116281674,0.544786750443207,0.544786750443207
RPL36AL,-0.0585535768036698,11.8821798135203,0.598465935884406,0.43924688181491,0.544786750443207,0.544786750443207
EEF1D,-0.0591336004626057,11.7046869609965,0.569977966246825,0.450346753096415,0.556237381276105,0.556237381276105
RPL18,0.0442687191785311,12.4460156311377,0.569530950004946,0.450531753469022,0.556237381276105,0.556237381276105
NDUFS6,0.0880736518748549,11.1998975463107,0.560012521419139,0.45433313255573,0.559015245420636,0.559015245420636
CALR,-0.0791813677596623,11.4981490793444,0.558792551089823,0.454844507805351,0.559015245420636,0.559015245420636
SEPT7,-0.0682591144049972,11.6082778800943,0.554718710035786,0.456479757648816,0.559685459258539,0.559685459258539
AEBP1,0.11258947021835,11.6082331947048,0.552361681283855,0.457455089393972,0.559685459258539,0.559685459258539
PARK7,0.0667521005716087,11.5418875892888,0.543167338403919,0.461201604458388,0.562998354991996,0.562998354991996
RTN4,0.0884603077019634,11.2571762275535,0.527292868604945,0.467832032187387,0.569808902124862,0.569808902124862
PHPT1,-0.0910413508222851,11.2728023178152,0.507540915298136,0.476282940669375,0.578801241800003,0.578801241800003
MYLK,0.0819238782345175,11.470986222437,0.492224711726521,0.483023522677771,0.585679528616,0.585679528616
HNRNPDL,0.0787005217416509,11.2732660895191,0.483025745416171,0.487132827569702,0.589343733354417,0.589343733354417
CAPZB,0.0769374476617357,11.2185268763833,0.463732368916226,0.49595506983941,0.598680730184766,0.598680730184766
CSDE1,0.0596263385162483,11.6306659085175,0.433670286922506,0.510263932466218,0.614584558659312,0.614584558659312
SEC11A,-0.0616706535250946,11.3591333730421,0.388873777148092,0.532955259799855,0.640491686943506,0.640491686943506
NUCB2,0.0836572442315608,11.4028197667543,0.385690953999301,0.534652111473793,0.640811287054482,0.640811287054482
ROMO1,-0.0827588099776261,11.2366642972711,0.383643440452033,0.535726183888226,0.640811287054482,0.640811287054482
COPRS,-0.0707561930290739,11.3135784108935,0.381684206930004,0.536768126056706,0.640811287054482,0.640811287054482
MT-CO1,-0.0486923556449673,13.0997227846848,0.376830705973816,0.539376499798228,0.641616834331697,0.641616834331697
PFN1,-0.0683938511296425,11.4846802566777,0.376011441381706,0.539810473164675,0.641616834331697,0.641616834331697
RPL6,-0.0357650284250281,12.4472387877348,0.35926747081885,0.548974012834873,0.651080776710068,0.651080776710068
FAU,-0.0334808345725412,12.4637508607457,0.349163755363634,0.554646287074869,0.656371806975063,0.656371806975063
GAS6,0.0616663516422792,12.5953666432646,0.342154404142207,0.558655556704124,0.659676060421863,0.659676060421863
C9orf16,0.0599248097912918,11.256597237742,0.318402085251023,0.572627020369498,0.674704010957104,0.674704010957104
RPS9,0.0313764675984729,12.4900337278997,0.31200663389177,0.576512189913154,0.677808257989002,0.677808257989002
ATF4,-0.0647966210837424,11.3559811844061,0.306624160251317,0.579826410649612,0.68022925232054,0.68022925232054
HDLBP,-0.0711099988435299,11.3189936804891,0.293590180567321,0.587993231160278,0.686877425844536,0.686877425844536
PPIB,0.057608385452001,11.3426863972537,0.293527731455924,0.588027906996061,0.686877425844536,0.686877425844536
SERBP1,-0.0589667526864661,11.3539886015817,0.281558203281179,0.595738992542955,0.693749349415842,0.693749349415842
BRK1,0.0526046296223515,11.3460929099766,0.278951004799865,0.597443814237121,0.693749349415842,0.693749349415842
MYH11,-0.0466062800628163,12.5347745406309,0.278489736990423,0.597750823205163,0.693749349415842,0.693749349415842
COX7A2,-0.0556490817644922,11.3416560558677,0.273185896207451,0.601254311861431,0.696324438095931,0.696324438095931
UQCRQ,-0.0609313264726807,11.2993334187706,0.26955457618692,0.603683766269637,0.697647337565338,0.697647337565338
SVIL,0.0591165314376731,11.5055884613258,0.258114820542346,0.611479256865283,0.705152674938263,0.705152674938263
PTMS,-0.0396070593058374,11.8781561303626,0.247683837124896,0.618760986511554,0.711810372916939,0.711810372916939
NUDC,-0.0567521585177945,11.2324027622897,0.246107645386019,0.619879143942426,0.711810372916939,0.711810372916939
RAB13,-0.0544209565372023,11.4804592826331,0.240836238136808,0.623655637269448,0.714632886680847,0.714632886680847
FN1,0.0702887790826095,12.004792301541,0.224593342361572,0.635627999964405,0.726815139199805,0.726815139199805
DUT,-0.0583004910153893,11.2477144716531,0.222380370751011,0.637280846110482,0.727170986509224,0.727170986509224
RPSA,0.0331913043579403,11.8615512197462,0.214137175072437,0.643588773339632,0.732825872164034,0.732825872164034
S100A11,0.0400314971156432,11.9958640433498,0.208629121059857,0.647889999217195,0.736176896385157,0.736176896385157
SERF2,0.0308788238571613,12.5088080232503,0.204105746563073,0.651471164611223,0.737618985539529,0.737618985539529
TAGLN2,-0.0550321844659587,11.2230598789793,0.203594043734483,0.65188098537534,0.737618985539529,0.737618985539529
COX7A2L,-0.0456151058674261,11.3183956122482,0.190097089367555,0.662879268908117,0.748501174475415,0.748501174475415
VDAC2,0.0503791476130113,11.2266448519368,0.188313939416616,0.664366178140042,0.748620516739923,0.748620516739923
ANP32B,0.0444207743983064,11.4618930642804,0.181598015332156,0.670049114693023,0.752562201843445,0.752562201843445
CHURC1,0.0511675206154929,11.2977697145199,0.180631028919038,0.67087593668068,0.752562201843445,0.752562201843445
RPS16,-0.0247069407935683,12.5557485108327,0.179288581068704,0.672029715299312,0.752562201843445,0.752562201843445
ATP5MPL,-0.04496251057521,11.3648468832419,0.161811964993717,0.687534505879356,0.768337530281672,0.768337530281672
NDUFC1,-0.0436168726366025,11.335844454372,0.158703967280417,0.690391855938297,0.769943180902381,0.769943180902381
SSPN,0.0522182455192548,11.3952716672185,0.155724140192888,0.693170743978685,0.771454914243218,0.771454914243218
ACTN1,-0.0461788432987001,11.3863034151509,0.153643252556776,0.695121551651063,0.772040739743599,0.772040739743599
RPL14,-0.0228905234946704,12.5283919044076,0.151350458279467,0.697284882308157,0.772859726402907,0.772859726402907
CFL1,-0.038730904993951,11.6383763088307,0.14930021173177,0.699242548597246,0.773447880285117,0.773447880285117
