,logFC,logCPM,LR,PValue,padjFilter,FDR
RPS26,0.458355329675088,11.8181549668739,29.3620954371102,6.7132833809874e-08,6.38350805700907e-07,6.38350805700907e-07
PRELP,0.675910964522477,11.8861884340964,29.278400093118,7.14624115060361e-08,6.67803914418475e-07,6.67803914418475e-07
CRIP1,-0.598659032731141,11.8596341658208,28.6542874106498,9.66286000025108e-08,8.8767290171798e-07,8.8767290171798e-07
BEX3,0.57934860391862,11.3336626103848,28.0907992992372,1.27446059345146e-07,1.15126273608449e-06,1.15126273608449e-06
LMOD1,0.588507559584735,11.5325475257634,27.8244079148922,1.47645661130833e-07,1.31186800545757e-06,1.31186800545757e-06
RPL38,-0.331205910269653,12.3204332327438,27.5954276269945,1.63474626755069e-07,1.4290846403427e-06,1.4290846403427e-06
RBM3,-0.62800110295101,11.3161816651707,25.8152803329198,4.10479169943347e-07,3.53142396998879e-06,3.53142396998879e-06
RPL3,-0.26870198246374,13.057917666859,25.6713232988777,4.40613445384389e-07,3.73144511559904e-06,3.73144511559904e-06
RPL31,-0.406825059354174,11.8162394131363,25.5397089371211,4.68882787617512e-07,3.90976109059525e-06,3.90976109059525e-06
H2AFJ,0.618235829747833,11.2627956329686,25.382762091833,5.10137551922945e-07,4.18931141124601e-06,4.18931141124601e-06
RPLP1,-0.211212219963192,14.1260550266792,24.6986303279939,7.20518308461303e-07,5.82867049531382e-06,5.82867049531382e-06
EEF1A1,-0.234834563321151,14.3350632324112,23.0383466916273,1.69130849490006e-06,1.34807235917034e-05,1.34807235917034e-05
NPM1,-0.376555323646946,12.0777689235607,22.9608572710902,1.76370986277568e-06,1.38540687771655e-05,1.38540687771655e-05
B2M,0.382901021631851,13.0278790902754,22.3799899953533,2.37809139980273e-06,1.84132219813297e-05,1.84132219813297e-05
RPL4,-0.368065923939155,11.8817442457422,22.3084635907735,2.46528418925129e-06,1.8819493388369e-05,1.8819493388369e-05
MT-ND1,0.349608709631524,12.9253145186028,22.0456433570131,2.85009233324209e-06,2.14548617307946e-05,2.14548617307946e-05
S100A4,-0.326979923580749,12.877471486208,21.8027670862866,3.20352149592009e-06,2.37850500108039e-05,2.37850500108039e-05
ADI1,0.494090059714955,11.453635553583,21.5923043906239,3.57736631584983e-06,2.62017911241974e-05,2.62017911241974e-05
ARL2,0.54477867401758,11.2462452391465,21.3509780452215,4.04745626586313e-06,2.92496172813042e-05,2.92496172813042e-05
SOD1,0.409483137256196,11.6708992653826,21.297813611523,4.18877375198666e-06,2.98725707049575e-05,2.98725707049575e-05
ACTG1,0.302077479738427,12.5871703786869,21.2203097260281,4.32934316249515e-06,3.04740778450958e-05,3.04740778450958e-05
FKBP8,0.460494449459511,11.3894975234548,20.993680106732,4.89641617451632e-06,3.40238149562545e-05,3.40238149562545e-05
RPL24,-0.257202134828601,12.6231029084555,20.0056675000624,8.10378348634837e-06,5.55981094886179e-05,5.55981094886179e-05
RPL21,-0.21459646369845,13.0731060794526,19.892486453806,8.59227700658152e-06,5.78789554177434e-05,5.78789554177434e-05
MAP1B,-0.422165197618711,12.0519907090308,19.8881684340538,8.64980699047457e-06,5.78789554177434e-05,5.78789554177434e-05
EIF3G,0.474754746152324,11.3098054433406,19.5278061321653,1.04574288582204e-05,6.91210541604323e-05,6.91210541604323e-05
TPM4,-0.370623998604586,11.9030890956575,18.3494133081232,1.92758106476269e-05,0.000125873365915829,0.000125873365915829
ACTB,0.356466675071406,12.9072998924762,18.160611568464,2.11531872510698e-05,0.00013648842250095,0.00013648842250095
RPL26,-0.223648548986191,12.8641763261258,18.0099854255252,2.28621641333819e-05,0.000145779917179917,0.000145779917179917
ANAPC16,0.454454874861854,11.274100003711,17.3839418619394,3.17133634145351e-05,0.000199867941519512,0.000199867941519512
EIF1,0.282850141884554,12.1000607308975,17.2603008128933,3.38102545510162e-05,0.000210633999616676,0.000210633999616676
RABAC1,0.442428741242891,11.4811862388102,17.1545721430198,3.59557599047579e-05,0.00022145479395885,0.00022145479395885
MT-ND4,0.297484620534891,12.9964970601035,16.9178490849974,4.065712503289e-05,0.000247597323234004,0.000247597323234004
EEF1B2,-0.333243170782861,11.9320406344442,16.6879785239187,4.56326578508519e-05,0.000274151077503565,0.000274151077503565
NDUFA11,0.475828766342191,11.3224067665805,16.6818638680008,4.60290554480156e-05,0.000274151077503565,0.000274151077503565
SPINT2,0.471072753069375,11.5738150985637,16.6423941529239,4.70969717645001e-05,0.000277462594525642,0.000277462594525642
RPL10,-0.18518470379947,13.7352534637273,16.3617691652762,5.40856397018907e-05,0.000315208781918546,0.000315208781918546
LEPROT,0.495022871039054,11.2514749626563,16.3067222842346,5.58470070685899e-05,0.000322011466289103,0.000322011466289103
CNBP,0.395690998257377,11.363433885408,16.1677341953282,5.99187867035222e-05,0.000341852446245358,0.000341852446245358
FKBP2,0.469263869325479,11.2714939345454,15.9702055229357,6.65980447549703e-05,0.000376001461012436,0.000376001461012436
RPS27A,-0.194273981503632,13.3930067733431,15.8774390367241,6.97116446295627e-05,0.000389522797827041,0.000389522797827041
MT2A,0.576982087984179,11.5957983356422,15.8674173614393,7.08851477303096e-05,0.000392038266018651,0.000392038266018651
ACTA2,0.387409342917755,12.9472013506242,15.8233014874977,7.18930361807787e-05,0.000393596218282647,0.000393596218282647
FGL2,0.521115406055322,11.4511297976946,15.7129800197595,7.67240720196651e-05,0.000415844470346585,0.000415844470346585
RPS17,-0.499423254417644,11.3748846754931,15.6783111868998,7.7663639294191e-05,0.000416769232648035,0.000416769232648035
TMEM47,-0.483614439837146,11.485693379573,15.5541509010753,8.33065322601932e-05,0.00044266804397083,0.00044266804397083
COL14A1,0.476794216793514,11.6140364797752,15.515711000214,8.51036220104559e-05,0.000447826826501622,0.000447826826501622
ARL6IP4,0.378198022901531,11.4504274979794,15.4241807645906,8.86120379062776e-05,0.00046180504370387,0.00046180504370387
HLA-C,0.503218516365326,11.4647712750217,15.3037104144032,9.46095727970537e-05,0.000488365604342887,0.000488365604342887
ISCU,0.357555085941856,11.4830398725934,15.2414441553444,9.7440542975485e-05,0.000498233719742574,0.000498233719742574
LMNA,-0.469986210551994,11.3785181445774,15.035043408988,0.00010895385916479,0.000550687790449028,0.000550687790449028
PRDX1,0.388187891219429,11.4853330845747,15.0168292087517,0.000109731146436338,0.000550687790449028,0.000550687790449028
HMGB1,0.310356836724139,11.8802666784883,14.8597792974256,0.000119195175448381,0.000592695276082774,0.000592695276082774
CALM1,-0.297627772016125,12.1410671268203,14.7239900687,0.000127976171830446,0.000630573501200926,0.000630573501200926
TMSB10,-0.294165702385359,12.2653494124987,14.6701542491924,0.000131625794500709,0.00064271333891337,0.00064271333891337
ATP5F1D,0.433000836888097,11.2845255708449,14.550909525255,0.000140642897457268,0.00068061116448071,0.00068061116448071
RPS12,-0.197952783957345,13.217450934901,14.342462123589,0.00015635632589602,0.000749956890580911,0.000749956890580911
FLNA,0.437219001804536,11.8104410668244,14.335878943851,0.000157758880331827,0.000750046606489914,0.000750046606489914
RPS20,-0.257828592679061,12.0365089357053,14.2639901323341,0.000163076737486341,0.000763802303426665,0.000763802303426665
FIS1,0.3707620843045,11.3883629203339,14.2598128589382,0.000163470603685412,0.000763802303426665,0.000763802303426665
RPS15A,-0.210026230615959,12.5619449122455,14.1240200085686,0.000175479961839795,0.000812907173651015,0.000812907173651015
HSPB1,0.351685560648445,12.013597033763,14.0798195098491,0.000179964120299786,0.000826614857648169,0.000826614857648169
RPL7,-0.221431791546878,12.3798709077994,14.0348280918538,0.000183970716338916,0.000837917044165482,0.000837917044165482
RPS8,-0.196814379142132,12.8012102310395,13.8783249052624,0.000199846377400133,0.000902639471257266,0.000902639471257266
SSR4,0.375392627279112,11.4579719431142,13.7290746948381,0.000216529484330558,0.000967636901569223,0.000967636901569223
NDUFA13,0.366483906503614,11.4384225371917,13.7227900340149,0.000217807568249899,0.000967636901569223,0.000967636901569223
ATP5ME,-0.365664183694976,11.4837718855135,13.5622366028006,0.000236283917335798,0.00104118604224392,0.00104118604224392
CHCHD2,0.337409560722687,11.5982445588455,13.4714531921977,0.000247910312473937,0.00108360797871672,0.00108360797871672
CLU,0.439947291355963,12.5281802628755,13.3442777592747,0.000266770229461749,0.00115360329073782,0.00115360329073782
CD59,0.362698690978957,11.613344395005,13.3275560790091,0.000268180838806209,0.00115360329073782,0.00115360329073782
RPS11,-0.217766115630659,12.5045236633628,13.2595303241878,0.0002779364533478,0.00118615399775203,0.00118615399775203
RPL12,-0.218442401941555,12.5987223176793,12.7012479318905,0.000373003208926088,0.0015794354627964,0.0015794354627964
RRAS,0.358816005355626,11.5757269515229,12.5822534679105,0.000398966645441252,0.00167627846379193,0.00167627846379193
RPL27,-0.222364996450525,12.1788680124578,12.4740600511489,0.000420924579786591,0.00175359020752078,0.00175359020752078
H3F3A,0.322161446672737,11.627573349273,12.461673961579,0.00042383822358897,0.00175359020752078,0.00175359020752078
RPL7A,-0.183039436461945,12.7102067478974,12.101763441734,0.000513314249737682,0.00210769941937745,0.00210769941937745
MT-ND2,0.260458617625726,12.824195899993,12.0390612334764,0.000532390905151164,0.0021695930119694,0.0021695930119694
CSTB,0.391260723673727,11.3901248111137,12.0080577243386,0.000541830657489954,0.00219158370417578,0.00219158370417578
NACA,-0.196516010691109,12.5505382196444,11.9011307993992,0.000571328014557417,0.00229377617696385,0.00229377617696385
EID1,0.293747615264829,11.6712212496332,11.7420688165826,0.000622388570766051,0.0024804015099647,0.0024804015099647
RPL36A,-0.307542085483609,11.6751691798255,11.4931148534288,0.000710636797743616,0.00281142441151124,0.00281142441151124
COX6B1,0.339020516918078,11.4148436964633,11.4783351246122,0.000718095378346314,0.00282034561640364,0.00282034561640364
ATP5PF,0.334775422557388,11.4962354859807,11.2864523760502,0.000795923724993185,0.00310352992047703,0.00310352992047703
C9orf3,0.379996075670776,11.2278360720237,10.9846955752056,0.000933114168658095,0.00361248485294777,0.00361248485294777
RPL9,-0.1620391943543,12.9119971290511,10.8720794383162,0.000991467358579061,0.00381117239964433,0.00381117239964433
SPARC,0.284653378164909,12.6798339141113,10.8073775106027,0.00102784876705766,0.00392319740665668,0.00392319740665668
RPL41,-0.147179336430176,13.6506331849643,10.7535967023366,0.00105649902257778,0.00400435293872139,0.00400435293872139
BGN,0.308667541180365,12.2484880742222,10.7227586223901,0.00107595834724815,0.00404978766811455,0.00404978766811455
RPL35A,-0.171044097358625,12.710367390673,10.6590109035537,0.00111169550600939,0.00415544113280751,0.00415544113280751
CD151,0.372618718224912,11.5332159877115,10.645698302815,0.00112157616076595,0.00416365944613112,0.00416365944613112
S100A6,0.17964935690048,13.6959049476337,10.5676513971021,0.0011677499385654,0.00430558140613911,0.00430558140613911
HMGN2,0.373212913097352,11.3300170056477,10.3822053835589,0.00129241377125142,0.00471788772332964,0.00471788772332964
MXRA7,0.303705488266713,11.4728907541738,10.3656682684236,0.00130276283808642,0.00471788772332964,0.00471788772332964
H3F3B,0.321707774586389,11.6417101297172,10.3625465072839,0.00130568848431632,0.00471788772332964,0.00471788772332964
PALLD,-0.318080859481615,11.7401811881312,10.2187542402132,0.00141202990143755,0.00506834573893478,0.00506834573893478
CHMP3,-0.375879104281811,11.2859688737208,10.0900740573396,0.00151184166570986,0.00539090909746544,0.00539090909746544
MORF4L1,0.274341940005508,11.54596848631,9.98901912206065,0.0015964257118998,0.00565531199901758,0.00565531199901758
HNRNPA3,-0.355239189277832,11.4125100412635,9.97838042754097,0.00160762917720908,0.00565801957173585,0.00565801957173585
CD63,0.212446737734858,12.1651400312501,9.76472595047017,0.00180176844471349,0.00630037740022394,0.00630037740022394
RPLP2,-0.179405434693072,12.5401940938996,9.72394431019143,0.00184173354466605,0.00639884346928845,0.00639884346928845
EIF3E,-0.26918436143839,11.663529322238,9.61460077432616,0.00195490062207577,0.00674876520487304,0.00674876520487304
UBB,0.29311317006616,11.6090611656215,9.48743670894441,0.00209500558195539,0.00718666471784698,0.00718666471784698
C11orf58,0.363730960839791,11.2711663108513,9.46736786968677,0.00211959462383172,0.00719014870527099,0.00719014870527099
PSMB1,0.363606696039523,11.2287585356374,9.46289524907002,0.00212255312332723,0.00719014870527099,0.00719014870527099
GNAS,0.203173876564408,12.146500874156,9.34287377540056,0.00226799627659209,0.00763511790008021,0.00763511790008021
RPS3,-0.15858026600453,12.6798112697206,9.23215372948971,0.00240517241158817,0.00804693485852338,0.00804693485852338
MYH10,-0.294530086433525,12.6486266737368,9.11199312118231,0.00257150198632046,0.00855063850666068,0.00855063850666068
SPTBN1,-0.319011211362825,11.7085390832463,9.09392632629601,0.00259787068108647,0.00858564578749308,0.00858564578749308
PLAC9,-0.480388618708769,11.4830755710824,9.06331592679419,0.0026447204034658,0.00868750581017252,0.00868750581017252
RPL28,-0.194447030309792,12.3530693425268,8.99573137475977,0.00273870458465633,0.00894203545110681,0.00894203545110681
CYTL1,-0.464735205483573,12.6280538836546,8.96695586768146,0.00279102831357209,0.0090583074608148,0.0090583074608148
ATP5PD,0.337185802059661,11.1947539281962,8.94362899907969,0.00281493135415565,0.00908150472590693,0.00908150472590693
PSMA7,0.316075112866043,11.3902151487279,8.80048697819166,0.0030497317765503,0.00976324210474799,0.00976324210474799
CD99,0.290641447752676,11.4700590137816,8.78959003738032,0.0030622715088693,0.00976324210474799,0.00976324210474799
ERH,0.356135167578637,11.2181478095421,8.74928047022763,0.00313014973072879,0.00992129329856728,0.00992129329856728
RPL17,-0.299202281292085,11.486276380168,8.72916898873859,0.003164633444774,0.00997227515736924,0.00997227515736924
NDUFS5,0.277869825888335,11.4521431878485,8.69175516104451,0.00323013069877118,0.0101198314377687,0.0101198314377687
DKK3,0.301080199757101,11.7286541641191,8.67250903813363,0.0032686674869828,0.0101817113674982,0.0101817113674982
NAP1L1,-0.301666322570994,11.5467648634639,8.64733687365333,0.00331191693922083,0.0102574798917582,0.0102574798917582
FXYD1,0.27339739047189,11.6624969627449,8.61132785184623,0.00338089936720091,0.0104116332785392,0.0104116332785392
FMO2,0.318888782537539,11.6712135944213,8.57002886952057,0.00345913239154789,0.0105923715040619,0.0105923715040619
NSA2,-0.351039848162527,11.482502600232,8.53713037916498,0.00351981591265697,0.0107176417115735,0.0107176417115735
CSRP1,0.302660375143408,11.6784001165108,8.43452662334994,0.00371924254360503,0.0112616170873404,0.0112616170873404
FILIP1L,-0.405266152668365,11.5946966556125,8.27230822311844,0.00407687473306683,0.0122759228073457,0.0122759228073457
PEBP1,0.246422733967814,11.7447177339191,8.20565591722766,0.00421556228713173,0.0126233964620188,0.0126233964620188
ESD,0.318060683654828,11.2367173102462,8.08464962781306,0.00450467658671389,0.013415025879115,0.013415025879115
ATP5F1E,-0.186648752130101,12.2779627815126,8.06075141933457,0.00456820370373543,0.0135143979793145,0.0135143979793145
NDUFB4,0.314296883713101,11.2396824813189,8.05158289514372,0.00458791370515474,0.0135143979793145,0.0135143979793145
MSRB3,-0.311301684663852,11.4156673180023,7.87940638204304,0.00504649535345535,0.0147283692560867,0.0147283692560867
OAZ1,0.236999305427783,11.8586086003033,7.87738127239891,0.00505438502146148,0.0147283692560867,0.0147283692560867
RPL11,-0.141809933446485,12.9385993051535,7.81455013594632,0.00522648981171643,0.0150939766009278,0.0150939766009278
VEGFB,0.307637872067362,11.2927168446528,7.81192082293273,0.00523554907928859,0.0150939766009278,0.0150939766009278
CAVIN1,-0.233792284570401,11.8471526639964,7.74709431653673,0.00542719155465371,0.0155636921831868,0.0155636921831868
IGFBP7,0.28713551595335,13.9075199284976,7.61521717399023,0.00583684407631096,0.0166503657334765,0.0166503657334765
LGALS3,0.322666926150018,11.3218870754831,7.58369952701321,0.00594051043114785,0.0168458468142274,0.0168458468142274
ITGBL1,-0.302721977353119,11.8344473401131,7.57734540484057,0.00596753245079643,0.0168458468142274,0.0168458468142274
TMEM219,0.318622354786065,11.2102940990599,7.54038944697834,0.00608328108496588,0.0170836183836866,0.0170836183836866
SRP14,0.23019167392436,11.9299503768842,7.47270167977149,0.00631356507752901,0.0176389292372202,0.0176389292372202
ARPC2,-0.259421065545071,11.5362392038573,7.45209055675787,0.00638728382325775,0.0177533734984908,0.0177533734984908
PTMA,-0.155525836056138,13.1235855494643,7.43759806346202,0.00643683727092561,0.0177998255144984,0.0177998255144984
NEDD8,0.275562492117949,11.2949456684074,7.36074257655696,0.0067172620652847,0.0184809951237782,0.0184809951237782
SUSD5,0.321576134688102,11.5825684390449,7.34216930190155,0.00679932469704299,0.0185730455465762,0.0185730455465762
RNF7,0.306321754604317,11.2595138791936,7.33409719587462,0.00681925473020049,0.0185730455465762,0.0185730455465762
PPDPF,-0.235540793366913,11.8873356268094,7.31105359205071,0.00691209656554157,0.0186532963256465,0.0186532963256465
CRYAB,0.285602330419104,11.6919635587513,7.30866369842693,0.00691755085139288,0.0186532963256465,0.0186532963256465
CCND1,-0.317411595344005,11.6944266052166,7.13735517596751,0.00761485170550677,0.0204319288335875,0.0204319288335875
CALD1,-0.194939045618691,13.2265027003344,7.08257450428346,0.00784026099220989,0.0209331106294471,0.0209331106294471
VCAN,0.387900421841465,11.6632358305867,7.03925651918064,0.00805290548500353,0.0213954645729015,0.0213954645729015
LPP,-0.30695046806185,11.8021251793917,6.94590199859454,0.0084702725130943,0.0223945741565713,0.0223945741565713
PLS3,0.252952475656109,11.6392231787784,6.892806121793,0.00871857255477783,0.0229391569159689,0.0229391569159689
COX6A1,0.295162345057497,11.3158131052013,6.88207202818671,0.00876852588138856,0.0229591353995778,0.0229591353995778
SRP9,0.298001723280109,11.2546764007458,6.85462843545963,0.00890144627662179,0.0231951148169664,0.0231951148169664
HCFC1R1,0.270723758289687,11.3916819497981,6.79015651389568,0.00922930968429827,0.0239343820521037,0.0239343820521037
CAST,0.30166014226562,11.3777925977107,6.7636005295567,0.00937459892570653,0.0241953934177759,0.0241953934177759
SUMO2,0.21977081242918,11.5353033814696,6.71190748023719,0.00964071248710048,0.0247642946351112,0.0247642946351112
ATP5MC2,0.27023090615768,11.3156663151462,6.62354388588074,0.0101295324813007,0.0258972009663443,0.0258972009663443
RPS28,-0.156825718492504,12.4638276947994,6.61148466513259,0.0102022573276801,0.0259548907924674,0.0259548907924674
MRPL51,0.289756798101938,11.2299488435156,6.60260535730549,0.01024787201031,0.0259548907924674,0.0259548907924674
TMEM59,0.305371537959166,11.3435681698827,6.48298621136701,0.0109635157951308,0.027638258423074,0.027638258423074
NDUFA4,0.22598751251927,11.823337432229,6.43821440202328,0.0112372176200526,0.0281970923614282,0.0281970923614282
NDUFB7,0.283693774508533,11.321388963406,6.36582249773278,0.0117154004000766,0.029261506990053,0.029261506990053
RSL24D1,-0.281563174975755,11.3385538383708,6.31217054817125,0.0120632769819078,0.0299921840559359,0.0299921840559359
MT-ATP6,0.187185464065664,13.626734433777,6.30467331354612,0.0121212448794628,0.0299986973729171,0.0299986973729171
GAPDH,-0.174410320971593,12.3121382234816,6.28715103424815,0.0122330520746469,0.0301377919293573,0.0301377919293573
RPS27L,0.228533999141673,11.6716519237471,6.27300518788843,0.0123327178156292,0.0302458509324481,0.0302458509324481
SNRPN,0.264916150532764,11.3597368178614,6.26473316219017,0.0123893580870686,0.030247892266627,0.030247892266627
FHL1,0.244405001107552,11.6714088228529,6.24021989305743,0.0125617123935218,0.0305311574766314,0.0305311574766314
MT-CO2,0.188592912679547,13.0600483415386,6.19217254301418,0.0129153612737624,0.0312505616534787,0.0312505616534787
TLN1,0.269847851762048,11.5200275924907,6.1661240289194,0.0131067079662368,0.0315726031897792,0.0315726031897792
ANTXR1,-0.291925693519549,11.639339985855,6.12239926253199,0.0134351905742239,0.0322206782797758,0.0322206782797758
NENF,0.260818865256379,11.2479374866958,6.11111730821381,0.0135062332152269,0.0322483630072819,0.0322483630072819
SAP18,0.251345522520329,11.4287398893056,6.08745546741739,0.0136925686236625,0.0325498780439695,0.0325498780439695
MT-CO3,0.174192085793315,13.2715906441643,5.9829700104624,0.0145331334827989,0.0343971980247903,0.0343971980247903
C12orf75,-0.230831051987504,11.7679659232307,5.95305346766645,0.0147735143904995,0.0348141078245684,0.0348141078245684
MZT2B,0.206855349909434,11.5375471880789,5.9225912598522,0.0150259034013162,0.0352555828723524,0.0352555828723524
SEPT11,-0.330705895163898,11.3908504480056,5.90951304908799,0.0151580184329959,0.0354122672012231,0.0354122672012231
DAD1,0.284671056382529,11.2347311347266,5.75095310448364,0.0165630933498329,0.0385287407536885,0.0385287407536885
BTF3,0.176628770484383,11.7900209136562,5.61218940716458,0.0179224825746128,0.0415127587839323,0.0415127587839323
NOV,-0.363421185102152,11.7514662150672,5.57765258970574,0.0183096673499521,0.0422291051220171,0.0422291051220171
RPL8,0.132042113475892,12.4942319026349,5.43289724462716,0.0198482969586493,0.0455622055706565,0.0455622055706565
