,logFC,logCPM,LR,PValue,padjFilter,FDR
RPS24,-0.34803047387422,11.5911552200715,266.398454578714,1.17294402244391e-59,5.68402333038359e-58,5.68402333038359e-58
RPS23,-0.330905730889228,12.3359706402388,266.245601672743,1.26572657186924e-59,6.05186064896411e-58,6.05186064896411e-58
UQCRB,-0.371908576309343,10.3852141834702,265.706980363529,1.65508562217609e-59,7.80939084358348e-58,7.80939084358348e-58
DSTN,-0.447513532245724,12.6055273510168,265.436882488195,1.89325079359074e-59,8.81713941015117e-58,8.81713941015117e-58
HNRNPA1,-0.451337745048132,10.1424554929251,265.373552640175,1.95451536770549e-59,8.90638437095454e-58,8.90638437095454e-58
BNIP3,-1.02739023162459,8.49898917802259,265.392037748634,1.96208690826941e-59,8.90638437095454e-58,8.90638437095454e-58
CAVIN3,-0.567728863474934,9.55068309018124,260.771612998426,1.9354986344854e-58,8.67587262908081e-57,8.67587262908081e-57
ADSSL1,-1.05866467827206,8.56522944659331,259.118113174549,4.49408474159192e-58,1.98960344238872e-56,1.98960344238872e-56
ENO1,-0.538897885394238,9.49217879432473,257.925576990328,7.98333795317186e-58,3.49124998781394e-56,3.49124998781394e-56
COL14A1,0.546289486467958,10.1677448174442,249.665324383353,4.89514164780712e-56,2.11493710229353e-54,2.11493710229353e-54
RPS15A,-0.294810388867816,11.4182801497688,247.627914114174,1.34894482846465e-55,5.75870970818361e-54,5.75870970818361e-54
FAM13C,1.22639061916664,8.53831834855477,245.464662972528,4.02977823221199e-55,1.70009232243673e-53,1.70009232243673e-53
FLNA,-0.585777483235775,10.7311003687333,239.388993410468,8.19895003302827e-54,3.41877149051621e-52,3.41877149051621e-52
RPS8,-0.307850870516755,11.9398499490855,239.023225421869,9.83176946077325e-54,4.05249715934861e-52,4.05249715934861e-52
EPAS1,0.901848274029085,8.78295198552819,238.59415028786,1.22754277885637e-53,5.00223682383969e-52,5.00223682383969e-52
LGALS3BP,1.01536690129549,8.63573533724489,233.555913010672,1.50971661990861e-52,6.08297056066549e-51,6.08297056066549e-51
RPS28,-0.331865960816787,11.2874115559767,233.36918228959,1.6511441358584e-52,6.57889207909801e-51,6.57889207909801e-51
PDLIM7,-0.660416209576308,9.14317153976855,232.105619192081,3.10264847106919e-52,1.22264806783012e-50,1.22264806783012e-50
ID2,0.788360142689532,9.50962811728091,231.234032410086,4.81590797104171e-52,1.87715717219082e-50,1.87715717219082e-50
TPI1,-0.621618161362053,8.98526590085565,229.628723700514,1.066877568228e-51,4.11378812867269e-50,4.11378812867269e-50
TMSB10,-0.536355364559519,9.71887481181482,228.459914303224,1.9100658979358e-51,7.28669820212531e-50,7.28669820212531e-50
MYADM,-0.674178469131162,9.01417016860738,224.422057400669,1.43997609548593e-50,5.43553081938164e-49,5.43553081938164e-49
CYBRD1,0.63296832050233,9.05096778916777,223.135464416072,2.72395689982593e-50,1.01751140028914e-48,1.01751140028914e-48
RACK1,-0.352419207451959,10.6183568884741,222.817622271306,3.18178071276838e-50,1.17627480783375e-48,1.17627480783375e-48
CDO1,0.937558630362716,8.90419148297338,219.05867532818,2.09631243395508e-49,7.67079223281929e-48,7.67079223281929e-48
PALLD,-0.503581629731586,9.76580756713821,218.316843576718,3.00903393481244e-49,1.08993895860984e-47,1.08993895860984e-47
RPL4,-0.44170142299336,9.91068193293133,218.280604805371,3.06099941796242e-49,1.09767439128132e-47,1.09767439128132e-47
TMEM47,-0.56677736468458,9.52156655150019,214.309574175125,2.22634514540664e-48,7.90462741725567e-47,7.90462741725567e-47
MT2A,0.90049872922897,9.74486041237548,213.686467578965,3.05104774879451e-48,1.07265266933109e-46,1.07265266933109e-46
PLSCR1,1.08919765341906,8.40961869207876,211.984661258695,7.13834616186536e-48,2.48525333363584e-46,2.48525333363584e-46
PLN,0.487307813841611,10.864041153881,211.733442213541,8.04123653607677e-48,2.77268021330493e-46,2.77268021330493e-46
RPL36,-0.318667127279711,11.2769505873584,211.468704326896,9.18583685037979e-48,3.1371819948059e-46,3.1371819948059e-46
LBH,-0.639539666920071,9.18420799928047,205.887150811303,1.49627953206508e-46,5.06194188866544e-45,5.06194188866544e-45
RBP1,0.980269776912238,8.523905108012,203.998883330442,3.85088055529962e-46,1.29058482909387e-44,1.29058482909387e-44
CD44,-0.665292859229819,9.03342613754753,203.838247325485,4.16035744406207e-46,1.38139275874135e-44,1.38139275874135e-44
PTGER3,0.970695325261278,8.53468034121611,202.101528340862,9.93913924988865e-46,3.2698856284496e-44,3.2698856284496e-44
LY6E,1.04770772483902,8.77650622979036,201.477225661124,1.36076182366787e-45,4.43608354515727e-44,4.43608354515727e-44
TIMP1,0.589866248292314,10.2689677305334,200.21179667916,2.53396822536367e-45,8.18631536590462e-44,8.18631536590462e-44
LINC00844,1.14715956721291,8.61896568210384,199.192197466549,4.26988163159709e-45,1.36712460097385e-43,1.36712460097385e-43
RPS21,-0.4119995433821,11.0282635009892,196.869218772751,1.34723922003742e-44,4.2753980911984e-43,4.2753980911984e-43
RPS16,-0.284315722720509,11.5228471405373,195.469475554181,2.71113299081183e-44,8.52817798688705e-43,8.52817798688705e-43
ITGB1,-0.442461225275953,10.1106653337972,194.917464663889,3.56803465802007e-44,1.11260628553565e-42,1.11260628553565e-42
TLN1,-0.499328758928159,9.57328546676154,193.676799137528,6.63632194045673e-44,2.05153883435154e-42,2.05153883435154e-42
SUGCT,-0.784533043254187,8.82181984854127,191.691688013114,1.80613034031735e-43,5.5357123080154e-42,5.5357123080154e-42
MYL6,-0.34492988476238,11.7564336531447,191.305498937158,2.16860400090212e-43,6.59035080274154e-42,6.59035080274154e-42
RPL35,-0.305787516063728,10.9400026767598,188.788067769881,7.63167386370411e-43,2.29976323321369e-41,2.29976323321369e-41
TPM4,-0.53060378641077,9.39293927675819,185.120590713427,4.78737437381025e-42,1.4306270420403e-40,1.4306270420403e-40
NAP1L1,-0.456333961000386,9.31168276072643,183.303254002433,1.18517038901434e-41,3.51241406198796e-40,3.51241406198796e-40
GMDS,0.60146305435823,9.27440462510069,180.744367723,4.26952381918044e-41,1.25496003406402e-39,1.25496003406402e-39
HLA-C,0.465906049389046,9.8329822515549,180.585002085594,4.61236106742085e-41,1.34470949494075e-39,1.34470949494075e-39
TUBA1B,-0.554895987071099,9.34898360667421,177.64823041877,2.00914156522997e-40,5.8103077846086e-39,5.8103077846086e-39
LPP,-0.474844690552858,10.2732227501692,176.803981346772,3.05555932203306e-40,8.76578858304844e-39,8.76578858304844e-39
FOS,0.793374963784855,11.6390597863174,176.056908344189,4.45137229964899e-40,1.26687468782074e-38,1.26687468782074e-38
CTGF,0.757555007493171,11.0825263139668,174.985759673371,7.59966397355938e-40,2.14585787473889e-38,2.14585787473889e-38
DCXR,0.740510481755426,8.59516808133661,174.79296758525,8.36183662582568e-40,2.34262079220397e-38,2.34262079220397e-38
FAM129A,-0.511883371353209,9.42032328909886,171.877316667072,3.59483262332982e-39,9.99307735446569e-38,9.99307735446569e-38
LMCD1,0.51389136479664,9.8216461206241,171.746575833098,3.83888491219142e-39,1.05894163808603e-37,1.05894163808603e-37
RPS18,-0.259705267065526,11.9922965581848,169.518545115256,1.16893052690042e-38,3.19983577821748e-37,3.19983577821748e-37
MX1,1.1267864378512,8.56758631093371,168.602993573418,1.86655641554419e-38,5.07081159556172e-37,5.07081159556172e-37
LHFPL6,0.489873055953226,9.543403782352,168.273698952322,2.18269222382305e-38,5.88506339445823e-37,5.88506339445823e-37
PLPP3,0.999963968082218,8.5364937817787,167.632240197345,3.02968954047812e-38,8.10781096429445e-37,8.10781096429445e-37
CRIP2,-0.518136813948133,9.4166372044575,166.927510090433,4.28210551540476e-38,1.13745410209196e-36,1.13745410209196e-36
DDX5,-0.42041018623167,9.66404125174923,166.773095874535,4.62133135936992e-38,1.21853634225739e-36,1.21853634225739e-36
CCDC146,0.780766190171381,8.71630451564383,164.904097433296,1.18325183625063e-37,3.09718327357281e-36,3.09718327357281e-36
IFITM2,0.535749127835732,9.45645661758921,163.769236391087,2.07945910821251e-37,5.40357997250005e-36,5.40357997250005e-36
DEPP1,1.26058389818689,9.66203987044983,162.856984584565,3.31425925400327e-37,8.55031200349332e-36,8.55031200349332e-36
RPS6,-0.273058258157385,11.6645112244046,162.670246288217,3.60065600522014e-37,9.22282316765673e-36,9.22282316765673e-36
AK1,0.918749700040614,8.32496537164014,161.004346798144,8.31501186247379e-37,2.11472571197383e-35,2.11472571197383e-35
CSRP2,0.574413422905343,9.45952808367799,160.198761735076,1.24391814386904e-36,3.14133131261576e-35,3.14133131261576e-35
ARID5B,0.544094231880322,9.34824181579145,158.795175373111,2.5108354980247e-36,6.29640286427734e-35,6.29640286427734e-35
PRMT2,-0.602969796017664,8.74201467267919,158.057478639923,3.63324341780832e-36,9.04778534462543e-35,9.04778534462543e-35
RGS5,-0.517600198794931,11.0383022388793,157.707047610691,4.32336680977579e-36,1.06921333654179e-34,1.06921333654179e-34
CAVIN1,-0.383994597124378,9.73734661996332,156.859410697658,6.60865921013481e-36,1.62319533750297e-34,1.62319533750297e-34
ATP5ME,-0.379592722229058,9.41835543775581,156.557707013756,7.68612774656567e-36,1.87499687749554e-34,1.87499687749554e-34
CCNI,-0.324120723832793,10.6956316524217,155.856487458936,1.09178137241625e-35,2.64535675775991e-34,2.64535675775991e-34
PRELP,0.487015981896512,10.0825730241748,155.22747666037,1.49729754959844e-35,3.6035630958792e-34,3.6035630958792e-34
COX7A1,-0.424476497706898,9.33995823941385,154.836056008336,1.82248398698315e-35,4.35695171821437e-34,4.35695171821437e-34
PRDM6,0.677501950646563,8.67342826534998,154.62474871715,2.02943091409882e-35,4.81956242248898e-34,4.81956242248898e-34
ZFP36L2,0.579167360645457,9.46498013231104,154.486908614441,2.17341837978552e-35,5.1275515196782e-34,5.1275515196782e-34
SAT1,0.784670487765809,9.70850914246803,154.345539820841,2.33641954789407e-35,5.47607875735172e-34,5.47607875735172e-34
SLC40A1,0.72796511654605,8.85737971504842,154.248161238345,2.45379441963621e-35,5.71383557715288e-34,5.71383557715288e-34
DMPK,-0.870828217280086,8.29036154011653,154.220157635972,2.48550414333565e-35,5.75033410193655e-34,5.75033410193655e-34
CALU,-0.595583164398943,8.72270865387637,153.954662749265,2.83563744783494e-35,6.51833069739492e-34,6.51833069739492e-34
HIST1H1C,1.09059780616946,9.04051977356456,152.21699401185,6.82034182771438e-35,1.55781820345119e-33,1.55781820345119e-33
RPL30,-0.214766237506754,12.0990570665128,151.427242861371,1.00397192232539e-34,2.27863500851825e-33,2.27863500851825e-33
ACTG1,-0.271361216483833,11.5137285187805,149.267852731354,2.96209918535517e-34,6.68055828848027e-33,6.68055828848027e-33
LTBP4,-0.557701388893359,8.99213555803549,148.416244895594,4.55645285913729e-34,1.02121499705414e-32,1.02121499705414e-32
H1FX,0.638405272989505,9.0649642191498,148.015627929388,5.56520429299677e-34,1.23955419842773e-32,1.23955419842773e-32
STAT1,0.927780196958595,8.36842646641418,146.023930144891,1.51118378269278e-33,3.34512657082488e-32,3.34512657082488e-32
GABARAPL1,0.785348021809318,8.47023210528067,144.882626518757,2.67366402201984e-33,5.88206084844365e-32,5.88206084844365e-32
EFEMP2,-0.650539942362294,8.49079495188169,144.765029425788,2.83168736376248e-33,6.19172615027577e-32,6.19172615027577e-32
SMDT1,-0.435058964930071,9.02559433861795,142.482539123736,8.8934232303236e-33,1.93283731539033e-31,1.93283731539033e-31
TUBB,-0.52196102489203,8.88278534617199,142.323688772607,9.63128374827275e-33,2.07275589529827e-31,2.07275589529827e-31
RPL26,-0.229997694456056,11.6549205756274,142.316855423102,9.65282304837735e-33,2.07275589529827e-31,2.07275589529827e-31
EIF1AX,0.465430971418352,9.05455895400011,141.817331409703,1.24094562773801e-32,2.64882798873125e-31,2.64882798873125e-31
H1F0,1.0787762974756,8.58629598339499,141.609699987832,1.3867542249495e-32,2.94254476370942e-31,2.94254476370942e-31
C1R,0.631481602927388,9.2248258251436,140.354057770061,2.58976260252032e-32,5.46287570155169e-31,5.46287570155169e-31
JUN,0.690682886450521,10.7125810081099,140.065575416796,2.99142339335894e-32,6.27324227402641e-31,6.27324227402641e-31
NDUFB8,0.373133106932335,9.3660037582588,139.934588914158,3.1872865303309e-32,6.6451218010271e-31,6.6451218010271e-31
RPS27A,-0.216170490541213,12.396327097949,139.359092911398,4.25331323008543e-32,8.81640534282448e-31,8.81640534282448e-31
ACTN1,-0.38713658903371,9.82677439209405,138.923520802655,5.29183625841298e-32,1.09060487486603e-30,1.09060487486603e-30
ETFB,0.57827733953297,8.70844878352701,138.116528541741,7.94197462198038e-32,1.62742405682409e-30,1.62742405682409e-30
COL4A2,-0.566526330114764,8.96365750062453,137.292651608777,1.20094696606077e-31,2.44692944334881e-30,2.44692944334881e-30
MALAT1,0.258526332927009,16.0753904722932,137.161774987629,1.28029377347133e-31,2.59386071845661e-30,2.59386071845661e-30
RPS17,-0.521288014546597,8.95573832929593,136.710704562794,1.60635713257806e-31,3.23617790866568e-30,3.23617790866568e-30
ISCU,0.356978004870669,9.37106263977635,136.440736191093,1.83806357790848e-31,3.68228826278201e-30,3.68228826278201e-30
HNRNPA3,-0.396154706266268,9.23680058724015,135.387507018291,3.11897273136795e-31,6.21368678593638e-30,6.21368678593638e-30
WSB1,-0.448182982723268,9.17144932713083,133.699665345612,7.27888322805736e-31,1.44210360529357e-29,1.44210360529357e-29
ECH1,0.643808704633337,8.58702256505424,133.446082714685,8.27144794716979e-31,1.62974793068961e-29,1.62974793068961e-29
RPL10,-0.213982149197309,12.8400118770974,132.298150508574,1.46863205857254e-30,2.87787680985855e-29,2.87787680985855e-29
NDUFA13,0.351097524985341,9.37917856807184,131.607360289934,2.07853117908807e-30,4.050876526201e-29,4.050876526201e-29
ATRAID,0.485715250963268,8.85090174561676,131.496383357253,2.19624355801797e-30,4.25715102651484e-29,4.25715102651484e-29
MACF1,-0.518806339849325,9.04998817001972,131.190409261482,2.56557553052308e-30,4.94631927551385e-29,4.94631927551385e-29
C9orf16,0.492821192594355,8.91446973747519,128.968619493627,7.81007540381697e-30,1.49769681273196e-28,1.49769681273196e-28
CD9,-0.314299102800635,10.0850462548878,128.854433893152,8.26936238411606e-30,1.57733688880001e-28,1.57733688880001e-28
C7orf50,0.539037648067085,8.68960251108568,128.045762266154,1.24089090011082e-29,2.35440993005154e-28,2.35440993005154e-28
TMEM230,0.449755521527434,8.91173241950485,127.996912977135,1.27169454305725e-29,2.40015612179122e-28,2.40015612179122e-28
ACTB,-0.297802062220254,12.2506601512382,127.666300735444,1.50116661547384e-29,2.81842067177444e-28,2.81842067177444e-28
RBM3,-0.452196719889372,8.95265337183581,127.276838725465,1.8271831677327e-29,3.41264522890076e-28,3.41264522890076e-28
ACTN4,-0.474077936963559,9.57299787809144,127.161871870148,1.93548359457904e-29,3.59618868920231e-28,3.59618868920231e-28
RPLP1,-0.206046116494481,13.3538661851029,125.809833770927,3.81212696146558e-29,7.04653983701834e-28,7.04653983701834e-28
ITM2B,0.298723934596148,10.2471118759254,124.451215210515,7.54093562336513e-29,1.38675872540448e-27,1.38675872540448e-27
ACTA2,-0.352658031340101,12.5662753543822,124.426912278011,7.63345438703258e-29,1.39661058326014e-27,1.39661058326014e-27
RRAD,0.638600013587262,9.14924478080749,124.235687970326,8.42974768515395e-29,1.53447082228234e-27,1.53447082228234e-27
CCDC107,-0.457055619981408,8.93274485022753,123.571757443956,1.17298897280034e-28,2.1244133618495e-27,2.1244133618495e-27
FNBP1,-0.668496335336886,8.43031285086317,122.227482874714,2.30818977994078e-28,4.15938118134052e-27,4.15938118134052e-27
HLA-E,0.513343779206311,8.97277982366264,121.536813980735,3.26218028679609e-28,5.84908925422539e-27,5.84908925422539e-27
DUSP26,0.626967565302792,8.52467325536057,121.380436373061,3.52590080433329e-28,6.29048770365134e-27,6.29048770365134e-27
MYOF,-0.783342460769352,8.31837409665062,120.231229761319,6.29460915687201e-28,1.11744893250213e-26,1.11744893250213e-26
YPEL3,0.483376997276089,8.78093874086726,118.929558328527,1.20721430129204e-27,2.13254703666663e-26,2.13254703666663e-26
HIST1H4C,-0.512883133330267,8.86940202202712,118.441287241941,1.54540858079004e-27,2.71658586799661e-26,2.71658586799661e-26
ATP5F1E,-0.25861177186923,10.3482151955172,118.176424669334,1.76322169285038e-27,3.08434780027388e-26,3.08434780027388e-26
SPARCL1,0.380224614428274,12.112073639998,117.92047085444,2.00423225108526e-27,3.48892080213191e-26,3.48892080213191e-26
FBXO32,0.518131848492301,9.07978993227335,117.870418791085,2.05888382535814e-27,3.56674270421947e-26,3.56674270421947e-26
PGK1,-0.444054709162686,8.94770808880833,116.301927648044,4.52227197231872e-27,7.79657081381487e-26,7.79657081381487e-26
BMPR1B,0.822133126735677,8.47808041938618,115.862028529888,5.66068140041771e-27,9.71253756071671e-26,9.71253756071671e-26
SSBP2,0.628159919506047,8.47280070901337,115.423823059699,7.03354315436553e-27,1.20106122626451e-25,1.20106122626451e-25
KIF5B,-0.418438006300197,9.14475760516174,115.327411001095,7.37852645804937e-27,1.25399980467133e-25,1.25399980467133e-25
NINJ1,0.626925223483918,8.43266860515856,113.749387003478,1.63043556550078e-26,2.75789714051216e-25,2.75789714051216e-25
EEF1A1,-0.221458991153119,13.0942655185362,112.753250911449,2.68955490823261e-26,4.52804877977565e-25,4.52804877977565e-25
ANXA1,0.361840001465471,10.0721005415602,112.43643893424,3.15427242898518e-26,5.28561725716862e-25,5.28561725716862e-25
RPS3,-0.219424613335365,11.6753851168506,112.29988238969,3.37801942878215e-26,5.63422217284315e-25,5.63422217284315e-25
RPS12,-0.221964012327034,11.813202621432,112.104612396096,3.72644784886304e-26,6.18659351204762e-25,6.18659351204762e-25
NME3,0.403129111010803,8.93929611262353,112.037553111916,3.85448350406467e-26,6.36966720994281e-25,6.36966720994281e-25
RPL7A,-0.214039467105797,11.664690713439,111.488066373895,5.08046864395698e-26,8.35713787028887e-25,8.35713787028887e-25
HSPA2,0.561653402205111,8.78661962666074,111.19255035153,5.90323395497297e-26,9.66620865869091e-25,9.66620865869091e-25
PSME1,0.453697031701422,8.83160065538058,108.390765658164,2.41208860790226e-25,3.93170443088068e-24,3.93170443088068e-24
SPCS1,0.340498235508473,9.18467439016888,108.307164946827,2.51505227773359e-25,4.08098527961659e-24,4.08098527961659e-24
NACA,-0.197918698967992,11.2313501514367,108.219337418799,2.62858136287523e-25,4.24598773300476e-24,4.24598773300476e-24
LAMC1,-0.60099082339802,8.49655439583407,108.093215008818,2.80455110397232e-25,4.50991939858509e-24,4.50991939858509e-24
PLK2,0.68052442803833,8.75527184270222,107.030859280685,4.79379521629004e-25,7.67435252036432e-24,7.67435252036432e-24
