,logFC,logCPM,LR,PValue,padjFilter,FDR
CAVIN1,-0.0978701726582228,12.595159645211,0.527273169362729,0.46786629009917,0.590988998020004,0.590988998020004
NCL,0.114571506027042,12.2130627586976,0.467459153133234,0.494264471738151,0.621816593477029,0.621816593477029
NUCKS1,0.111005596620836,12.1954989200729,0.431307120357928,0.51144907814433,0.640851856951932,0.640851856951932
RPL26,-0.0620401955017875,13.4246994711274,0.420198959717936,0.51693317030395,0.642847188262714,0.642847188262714
RPL11,-0.0543336171424493,13.6324085207481,0.41973915485579,0.517162321326735,0.642847188262714,0.642847188262714
TPM1,-0.0811630896976071,12.9038787579107,0.408716991090159,0.522717744354402,0.647174350153069,0.647174350153069
GUK1,-0.104363806515301,12.2727525536743,0.396201979391321,0.529153173684686,0.652552530393762,0.652552530393762
COX7A2L,-0.111514372425602,12.109562482969,0.359262313451609,0.5490054330404,0.674368878380334,0.674368878380334
DSTN,0.0559266450007391,13.8119477058809,0.355053794382343,0.551353314396548,0.67459699643813,0.67459699643813
SET,-0.100162306704262,12.274925403871,0.348005753637722,0.555333264655237,0.67681241629857,0.67681241629857
MT-CO2,0.0657420750844887,13.2922307949728,0.336755477707527,0.561800509812861,0.680428912469118,0.680428912469118
RPS28,-0.0690012492604022,12.7984672603775,0.331146904985701,0.565073645993321,0.680428912469118,0.680428912469118
CLIC1,0.102056004609191,12.0088811968552,0.329390079896086,0.566100975446204,0.680428912469118,0.680428912469118
ATP5MG,-0.107745555517971,12.0589623209702,0.327832746230001,0.567024093724265,0.680428912469118,0.680428912469118
COX7C,-0.0890556233491077,12.2416417775138,0.322643208028524,0.570105054429466,0.681504892651316,0.681504892651316
RPL19,-0.0482584865414602,13.407682639476,0.313677339814262,0.575512599943907,0.685343248788164,0.685343248788164
PTMS,0.0720646179649284,12.6227976295105,0.306634040437302,0.57983326774398,0.686716357075052,0.686716357075052
NUDC,0.103364286046917,12.0066576377672,0.304639165307492,0.581067686755813,0.686716357075052,0.686716357075052
UGP2,0.101158043254152,12.0512307303548,0.289661527131329,0.590514666339599,0.695247456218697,0.695247456218697
ZEB1,-0.0939557229457132,12.2481511851379,0.279557634171397,0.597069918923173,0.700322611669286,0.700322611669286
RPL27,-0.0589829423965994,12.5990227458815,0.264845403925392,0.606883821150795,0.709167611232389,0.709167611232389
TCEAL3,-0.104288290905746,12.1234323549434,0.254344693771202,0.614108242116858,0.713346500721034,0.713346500721034
ITGB1,-0.0799946977294591,12.6532864348253,0.25301992277906,0.615032720172943,0.713346500721034,0.713346500721034
COMMD6,-0.0735297294267476,12.2238244353032,0.223921461691361,0.636136751017184,0.735091356730968,0.735091356730968
YBX1,-0.0530904429619796,12.8586273262263,0.199584382147577,0.655119309763432,0.754233301277456,0.754233301277456
NEK7,-0.0964848192519653,12.0710278587105,0.194700013399256,0.659098305097693,0.755015330359621,0.755015330359621
PTGES3,-0.0872265723095729,12.0242300856165,0.192824676399482,0.660638414064668,0.755015330359621,0.755015330359621
MZT2B,0.0827175461731495,12.0310018158,0.189537033263321,0.663362304069908,0.755361455729239,0.755361455729239
RAC1,0.0660951345656206,12.204936527448,0.174616418148503,0.676099157058236,0.767065225462435,0.767065225462435
SERF2,0.0548905284219319,12.4590829843546,0.142016882656947,0.70633627217784,0.798467090287993,0.798467090287993
FAM129A,0.0644751543810502,12.2368387392507,0.122678770040523,0.72619719930785,0.817954968173462,0.817954968173462
CMPK1,0.0434279149979546,12.3708892615455,0.109893045201261,0.740310357205866,0.825707232607915,0.825707232607915
UBA52,-0.0416710436150615,12.6909957038633,0.109573546478543,0.740678884724243,0.825707232607915,0.825707232607915
HSP90AA1,0.0470416428064261,12.3576693276876,0.109272462539082,0.741019311314795,0.825707232607915,0.825707232607915
RPS5,0.0468616577980671,12.5028884853157,0.100874785833525,0.750829264513872,0.833660962734263,0.833660962734263
MYH10,0.0422660711742367,13.2253928630947,0.0846307844329885,0.771157984399888,0.853196067846685,0.853196067846685
CALM1,0.0361394280114643,12.7484653586846,0.0802048509469273,0.777058861905355,0.855737861483326,0.855737861483326
ENAH,-0.0510380731474483,12.1053751450262,0.0782290986520593,0.779749527607003,0.855737861483326,0.855737861483326
PPIA,0.0433917863211091,12.18470207288,0.0768251442743804,0.781683623470346,0.855737861483326,0.855737861483326
SLC25A3,0.0366219822086087,12.3365149029876,0.0734962128381653,0.786349336999921,0.85783564036355,0.85783564036355
TBCA,-0.053831011019926,12.0899056455239,0.0673972438543728,0.795200683182159,0.864469035375727,0.864469035375727
RPL14,0.0251758784385847,12.9616435230019,0.0623441110039948,0.802861616148267,0.865646200690943,0.865646200690943
SELENOW,-0.040783848228628,12.3024769396107,0.062344943020662,0.802864022235613,0.865646200690943,0.865646200690943
RPL10A,-0.0264103501124505,12.8838617345662,0.0589186038432672,0.808245597991597,0.865646200690943,0.865646200690943
SYF2,0.0433555359762785,12.1903868848526,0.0586170318223367,0.808728304155634,0.865646200690943,0.865646200690943
EIF4B,0.0365699693395873,12.2932096120299,0.0577279261552235,0.810156059621011,0.865646200690943,0.865646200690943
WWTR1,0.0394242731224178,12.2730266656996,0.0556123608296275,0.813603378658557,0.866362642121057,0.866362642121057
PURA,-0.0452636783973297,12.0685210541063,0.0509566409714921,0.821437083437941,0.871729149770876,0.871729149770876
RPS15,-0.0234492910783271,12.801873747643,0.041685921839985,0.838248018914894,0.886553836954058,0.886553836954058
RPLP0,0.0364046606846685,12.1502215489153,0.0379634423854895,0.845542506300326,0.890614356582432,0.890614356582432
MT-ND5,0.0284445699920425,12.5694367874978,0.0368512777258161,0.847796358669816,0.890614356582432,0.890614356582432
ATP5F1E,-0.0257225642396357,12.5480413388271,0.0320956427580654,0.857843963078214,0.898145357316788,0.898145357316788
ZFAS1,-0.0355980559406031,12.1460910353102,0.0297454675293238,0.863094152108084,0.899747544448827,0.899747544448827
ANP32B,0.0263002688605783,12.3137435397665,0.0288526368331645,0.865141869662333,0.899747544448827,0.899747544448827
RPS2,0.0214145336079847,12.5712560350628,0.022918744129413,0.879688754549935,0.911836848570032,0.911836848570032
EIF5B,0.0234648950320231,12.3420242911899,0.0196876461596958,0.888432947314608,0.917851256828337,0.917851256828337
EEF1D,-0.0185580147708271,12.397134881278,0.0162828504419394,0.898478555426743,0.925166037271102,0.925166037271102
BTF3,-0.01544333263358,12.3671850344283,0.0125996994901243,0.910641269844725,0.934605513788007,0.934605513788007
DDR2,-0.0184255350652218,12.2231168825445,0.00490663869800301,0.94416598674996,0.965835370052418,0.965835370052418
SEC11A,-0.0100973894707213,12.1372974518545,0.00290878880565515,0.956995379800923,0.975759995091137,0.975759995091137
CALR,-0.0142399737521056,12.1759474566707,0.00170155380874348,0.96710271399244,0.982853572526519,0.982853572526519
RPL6,-0.00393341518430095,13.1513866608532,0.00116031697302788,0.972830941825299,0.985465109900952,0.985465109900952
SORBS1,-0.00745718143039347,12.1386915635399,0.000722276127930854,0.978562954228399,0.986661336810061,0.986661336810061
LDHB,0.00439126843196605,12.1561137332012,0.000607671051227499,0.980336584651022,0.986661336810061,0.986661336810061
HNRNPDL,0.00265884037422608,12.0657725368087,0.00022456466336962,0.98804574017096,0.991222736120063,0.991222736120063
RPL36A,-0.0033689074119921,12.4385452146302,5.64071323765347e-05,0.994008532518087,0.994008532518087,0.994008532518087
